# emoji	category	en keywords	bn keywords	parent	name
🧊	food	cold,cube,ice,iceberg	আইস কিউব,আইসবার্গ,খাদ্য ও পানীয়,ঠান্ডা,পানীয়,বরফ,বরফের টুকরো		ice
🥢	food	chopsticks,hashi,jeotgarak,kuaizi,asian,food	কাঠি,খাদ্য ও পানীয়,খাবার,চপস্টিক,হাশি		chopsticks
🍽️	food	cooking,dinner,eat,fork,knife,plate,fork and knife with plate,and,with,fork knife,dining,restaurant	কাঁটাচামচ,খাদ্য ও পানীয়,খাবার,ছুরি,প্লেট,প্লেটের সঙ্গে কাঁটাচামচ ও ছুরি,রন্ধন,থালা,খাওয়া,রেস্তোরাঁ		fork and knife with plate
🍴	food	breakfast,breaky,cooking,cutlery,delicious,dinner,eat,feed,food,fork,hungry,knife,lunch,restaurant,yum,yummy,fork and knife,and	কাঁটাচামচ,কাঁটাচামচ ও ছুরি,খাদ্য ও পানীয়,খাবার,ছুরি,নাস্তা,রন্ধন,রেস্টুরেন্ট		fork and knife
🥄	food	eat,spoon,tableware	কাঁটা চামচ,খাদ্য ও পানীয়,খাবার,চামচ		spoon
🔪	food	chef,cooking,hocho,kitchen,knife,tool,weapon,kitchen knife,cut,blade,sharp	অস্ত্র,ছুরি,টুল,রন্ধন,রান্না করার ছুরি,রান্না ঘরের ছুরি,সরঞ্জাম,হোকো,কাটা,রান্না,ধারালো		kitchen knife
🫙	food	condiment,container,empty,jar,nothing,sauce,store	কিছু নেই,কৌটো,খালি,গুঁড়া মসলা,জমা করা পাত্র,জার,পাত্র,ফাঁকা,সস		jar
🏺	food	amphora,aquarius,cooking,drink,jug,tool,weapon,zodiac,vase,pottery,ancient	অস্ত্র,অ্যাম্ফোরা,কুম্ভরাশি,জাগ,পান করা,রন্ধন,রাশিচক্র,সরঞ্জাম,কলস,মাটির পাত্র		amphora
🌍	travel	africa,earth,europe,europe-africa,globe,showing,world,globe showing europe-africa	আফ্রিকা,ইউরোপ,গ্লোব,গ্লোব ইউরোপ আফ্রিকা দেখাচ্ছে,পৃথিবী,বিশ্ব,গ্রহ		globe showing Europe-Africa
🌎	travel	americas,earth,globe,showing,world,globe showing americas	আমেরিকা,গ্লোব,গ্লোব আমেরিকা দেখাচ্ছে,পৃথিবী,বিশ্ব		globe showing Americas
🌏	travel	asia,asia-australia,australia,earth,globe,showing,world,globe showing asia-australia	অস্ট্রেলিয়া,এশিয়া,গ্লোব,গ্লোব এশিয়া-অস্ট্রেলিয়া দেখাচ্ছে,পৃথিবী,বিশ্ব,এশিয়া		globe showing Asia-Australia
🌐	travel	earth,globe,internet,meridians,web,world,worldwide,globe with meridians,with	গ্লোব,গ্লোবে মেরিডিয়ান,পৃথিবী,পৃথিবীর মধ্যরেখা,বিশ্ব		globe with meridians
🗺️	travel	map,world,world map	বিশ্ব,বিশ্বের মানচিত্র,মানচিত্র,ম্যাপ		world map
🗾	travel	japan,map,map of japan,of	জাপান,জাপানের ম্যাপ,মানচিত্র		map of Japan
🧭	travel	compass,direction,magnetic,navigation,orienteering	ওরিয়েন্টিয়ারিং,কম্পাস,চুম্বকীয়,চৌম্বকীয়,দিকনির্দেশ,নেভিগেশন,ন্যাভিগেশন		compass
🏔️	travel	cold,mountain,snow,snow-capped,snow-capped mountain	ঠান্ডা,তুষার,তুষারাবৃত পর্বত,পর্বত		snow-capped mountain
⛰️	travel	mountain,peak,nature,hiking	পর্বত,পাহাড়,পাহাড়,চূড়া		mountain
🛘	travel	avalanche,danger,disaster,earthquake,mountain,mudslide,rocks,landslide	কাদা ধস,তুষারধ্বস,দুর্যোগ,পর্বত,পাথর,বিপদ,ভূমিকম্প,ধস		landslide
🌋	travel	eruption,mountain,nature,volcano,lava	অগ্ন্যুৎপাত,আগ্নেয়গিরি,আবহাওয়া,পর্বত,আগ্নেয়গিরি,লাভা		volcano
🗻	travel	fuji,mount,mountain,nature,mount fuji,japan	পর্বত,পাহাড়,ফুজি,মাউন্ট ফুজি,পাহাড়,জাপান		mount fuji
🏕️	travel	camping	ক্যাম্প করা,তাবু খাঁটানো		camping
🏖️	travel	beach,umbrella,beach with umbrella,with,vacation,sand,sea	ছাতা,সমুদ্র সৈকতে ছাতা,সৈকত,সমুদ্র,ছুটি,বালি		beach with umbrella
🏜️	travel	desert	বালি,মরুভুমি,মরুভূমি		desert
🏝️	travel	desert,island,desert island,tropical,vacation	দ্বীপ,মরুভূমি,মরুভূমির দ্বীপ,ছুটি		desert island
🏞️	travel	national,park,national park	উদ্যান,জাতীয় উদ্যান,জাতীয় পার্ক,পার্ক		national park
🏟️	travel	stadium	স্টেডিয়াম		stadium
🏛️	travel	building,classical,classical building	ক্লাসিক্যাল,বিল্ডিং,ক্লাসিক্যাল বিল্ডিং		classical building
🏗️	travel	building,construction,crane,building construction	ক্রেন,নির্মাণ,বিল্ডিং,বিল্ডিং তৈরি,বিল্ডিং নির্মাণ		building construction
🧱	travel	brick,bricks,clay,mortar,wall	ইট,ওয়াল,কাদামাটি,দেয়াল,পোড়ামাটি,পোড়ামাটির দেওয়াল,প্রাচীর,হামানদিস্তা		brick
🪨	travel	boulder,heavy,rock,solid,stone,tough	কঠিন,কঠোর,নুড়ি,পাথর,ভারি,শিলা,শিলাখণ্ড		rock
🪵	travel	log,lumber,timber,wood	কাঠ,কাঠ চেরাই করা,গাছের গুঁড়ি,তক্তা,দারু		wood
🛖	travel	home,house,hut,roundhouse,shelter,yurt	আশ্রয়,ইউর্ট,কুটির,কুঁড়ে ঘড়,গৃহ,ঘর,বাড়ি,বাসা,রাউন্ডহাউস		hut
🏘️	travel	house,houses	বাড়ি,বাড়ি নির্মাণ,বাড়িগুলি তৈরি করা,বিল্ডিং		houses
🏚️	travel	derelict,home,house,derelict house	পরিত্যক্ত,পরিত্যক্ত গৃহনির্মাণ,বাড়ি,বিল্ডিং,ব্যবহার না হওয়া বাড়ি		derelict house
🏠	travel	building,country,heart,home,house,ranch,settle,simple,suburban,suburbia,where	গৃহ নির্মাণ,বাড়ি,বাড়ি নির্মাণ,বিল্ডিং,বাড়ি,ঘর,বাসা		house
🏡	travel	building,country,garden,heart,home,house,ranch,settle,simple,suburban,suburbia,where,house with garden,with	বাগান,বাড়ি,বিল্ডিং,বাগান বাড়ি,বাড়ি,ঘর		house with garden
🏢	travel	building,city,cubical,job,office,office building,work,corporate	অফিস,অফিসের বিল্ডিং,কাজ,চাকরী,বিল্ডিং,অফিস বিল্ডিং,ভবন		office building
🏣	travel	building,japanese,office,post,japanese post office	জাপানি,জাপানি পোস্ট অফিস,জাপানি ভাষায় পোস্ট অফিস,জাপানিদের পোস্ট অফিস,পোস্ট,বিল্ডিং		Japanese post office
🏤	travel	building,european,office,post,post office	ইউরোপীয়,পোস্ট,পোস্ট অফিস,বিল্ডিং		post office
🏥	travel	building,doctor,hospital,medicine,medical,health	ওষুধ,ডাক্তার,বিল্ডিং,হাসপাতাল,চিকিৎসা		hospital
🏦	travel	bank,building,money,finance	বিল্ডিং,ব্যাঙ্ক,ব্যাংক,টাকা,ভবন		bank
🏨	travel	building,hotel,stay,travel	বিল্ডিং,হোটেল,থাকা,ভ্রমণ		hotel
🏩	travel	building,hotel,love,love hotel	বিল্ডিং,ভালবাসা,লাভ হোটেল,হোটেল		love hotel
🏪	travel	24,building,convenience,hours,store,convenience store	কনভেনিয়ান্স স্টোর,দোকান,বিল্ডিং,সুবিধা		convenience store
🏫	travel	building,school,education,study	বিল্ডিং,স্কুল,বিদ্যালয়,শিক্ষা,পড়া		school
🏬	travel	building,department,store,department store	ডিপার্টমমেন্ট স্টোর,ডিপার্টমেন্ট,দোকান,বিল্ডিং		department store
🏭	travel	building,factory,industry,pollution	ফ্যাক্টরি,বিল্ডিং,কারখানা,শিল্প		factory
🏯	travel	building,castle,japanese,japanese castle	জাপানি,দুর্গ,বিল্ডিং,জাপানি দুর্গ		Japanese castle
🏰	travel	building,castle,european,palace,fairy tale	ইউরোপীয়,দুর্গ,বিল্ডিং,প্রাসাদ,রাজপ্রাসাদ		castle
💒	travel	chapel,hitched,nuptials,romance,wedding	চ্যাপেল,বিবাহ,রোমান্স		wedding
🗼	travel	tokyo,tower,tokyo tower,landmark,japan	টাওয়ার,টোকিও,টোকিও টাওয়ার,টাওয়ার,জাপান		Tokyo tower
🗽	travel	liberty,new,ny,nyc,statue,york,statue of liberty,of,new york,usa,landmark	মূর্তি,লিবার্টি,স্ট্যাচু অফ লিবার্টি,স্ট্যাচু অব লিবার্টি,আমেরিকা		Statue of Liberty
⛪	travel	bless,chapel,christian,church,cross,religion,prayer,worship	ক্রস,খৃস্টান,চার্চ,ধর্ম,বিল্ডিং,গির্জা,প্রার্থনা		church
🕌	travel	islam,masjid,mosque,muslim,religion,prayer	ইসলাম,ধর্ম,মসজিদ,মুসলিম,নামাজ		mosque
🛕	travel	hindu,temple,hindu temple,mandir,worship	তীর্থস্থান,দেবতা,মন্দির,হিন্দু,হিন্দু মন্দির,পূজা		hindu temple
🕍	travel	jew,jewish,judaism,religion,synagogue,temple	ইহুদি,ইহুদিদের ধর্মস্থান,ধর্ম,মন্দির		synagogue
⛩️	travel	religion,shinto,shrine,shinto shrine	ধর্ম,মঠ,মন্দির,শিন্টো,শিন্তো মন্দির,শিন্তো সারিন		shinto shrine
🕋	travel	hajj,islam,kaaba,muslim,religion,umrah,mecca	ইসলাম,উমরাহ্‌,কাবা,ধর্ম,মুসলিম,হজ্ব,মক্কা,হজ		kaaba
⛲	travel	fountain,water,park	ফোয়ারা,ফোয়ারা,পানি,পার্ক		fountain
⛺	travel	camping,tent,outdoors	ক্যাম্প,ক্যাম্পিং,তাবু,তাবু খাঁটানো,তাঁবু		tent
